title,Cluster,genres,production_companies,popularity
Inventing the Christmas Prince,1,"TV Movie, Comedy, Drama, Romance","Timeless Pictures, Basset Hound Distribution",3.114
Curse of Aurore,2,"Horror, Mystery","Les Cinémas Guzzo - Les Films, Cult Cinema, Freestyle Digital Media",1.753
Our Italian Christmas Memories,1,"TV Movie, Comedy, Drama, Romance","Neshama Entertainment, MarVista Entertainment, Hallmark Entertainment",3.13
Frequently Asked Questions,1,"Drama, Science Fiction",Fort Knox Audiovisual,0.832
Buried Alive,2,"Horror, Thriller",White Rock Lake Productions,1.299
The Woods,2,Horror,Rooster Teeth Productions,1.551
The Andy Baker Tape,2,"Comedy, Thriller, Horror",4:02 PRODUCTIONS,1.769
The Mermaid Princess,0,"Animation, Family, Adventure","Gold Valley Films, Gold Valley Films",2.606
Takers,1,"Drama, Thriller",Wicked Pictures,0.6
Under Milk Wood,1,Drama,Sianel 4 Cymru (S4C),2.202
The Surrogate,1,Drama,"Tandem Pictures, Resonant Pictures",3.079
Paper Tigers,2,Documentary,KPJR Films,1.991
The Kingdom: How Fungi Made Our World,2,Documentary,"Smith&Nasht, Real To Reel, CBC, CuriosityStream",2.351
Paris to Pittsburgh,2,Documentary,"RadicalMedia, National Geographic",1.427
Christmas Bedtime Stories,1,"TV Movie, Comedy, Drama, Romance","Bedtime Stories Production, Hallmark Media",2.22
Don't Let the Riverbeast Get You!,0,"Horror, Comedy, Action","Motern Media, Shockmarathons",1.433
UFC 202: Diaz vs. McGregor 2,0,Action,Zuffa,1.201
The Little Comedian,1,"Comedy, Drama","Jor Kwang Films, GMM Tai Hub (GTH)",1.743
Sorrow,1,"Horror, Crime, Drama, Thriller",Films Vérité Productions,2.432
Recorder: The Marion Stokes Project,2,Documentary,"End Cue, Electric Chinoland",1.352
Vir Das: Outside in - The Lockdown Special,2,Comedy,Weirdass Comedy,1.111
Inventing Tomorrow,2,Documentary,Fishbowl Films,0.663
Wicked Games,2,"Horror, Thriller",Cold Beer Friday,3.141
Μαριονέτες,2,"Mystery, Thriller",Showtime Productions,1.768
Carrot Cake Murder: A Hannah Swensen Mystery,2,"TV Movie, Mystery","Lighthouse Pictures, Looking Glass Productions",5.211
Herd,2,Comedy,K12,1.4
Moon Garden,1,"Fantasy, Horror, Drama","Fire Trial Films, Oscilloscope",1.92
Absolution,1,"Thriller, Drama","Newgrange Pictures, Nordisk Film Denmark, Vertigo Productions",1.407
Get Gone,2,Horror,Sweet Nelly Productions,2.221
Turtle Odyssey,2,Documentary,"Definition Films, Ginclearfilm, Ocean 3D Films, Wild Pacific Media",1.126
Magnus,1,Drama,"Vitamin K Film, Donus Films",1.663
"Peep ""TV"" Show",1,"Documentary, Drama",W-TV Office,0.6
A Modern Man,2,Documentary,Danish Documentary,1.343
The Sleep Experiment,2,"Thriller, Horror, Mystery",Jackpot FIlms,1.79
Murder Bury Win,1,"Thriller, Comedy, Drama, Crime, Horror",Head Turner Films,1.582
Upstairs Inferno,2,"History, Documentary","Upstairs Inferno, Camina Entertainment",0.848
Chance,1,"Drama, Family, Mystery","Flash Film, Okerty Entertainment, Sharpcrye",3.767
Out of the Shadows,2,"Horror, Thriller","Metrol Technology, Head Gear Films, Kreo Films FZ, Maddfilms, Bronte Pictures",1.919
Empire of Dust,2,Documentary,Savage Film,1.554
"Oh, What a Lovely Tea Party",2,Documentary,"View Askew Productions, Miramax",2.413
Break Free - Two People. Two Years. One Dream,2,Documentary,Abgefahren GbR,0.624
Shusenjo: The Main Battleground of the Comfort Women Issue,2,"Documentary, History",No Man Productions,2.36
Sun Moon,1,"Romance, Drama","Affirm Films, Stone Soup Production Company",6.287
American Gospel: Christ Alone,2,Documentary,Transition Pictures,1.943
Songlap,1,"Action, Drama",Prime Film Productions LLC,1.101
Kamen Rider Amazons The Movie: The Final Judgment,0,"Action, Adventure, Science Fiction, Horror, Mystery","Ishinomori Productions, Toei Company",2.402
Tyrus: The Tyrus Wong Story,2,Documentary,"Stone Circle Pictures, New Moon Pictures",1.551
Love Building,1,"Comedy, Drama","MediaPro Distribution, Zbang Film, Actorie de Film, Papaya Advertising, DaKINO Production, Digital Cube",1.953
The Evil Marriage,0,"Adventure, Fantasy, Horror, Animation","WBJ Media, Messenger2050",0.6
Attack of La Niña,2,Documentary,Matchstick Productions,1.95
How to Survive a Pandemic,2,Documentary,"Public Square Films, HBO Documentary Films, Impact Partners, Sandbox Films",1.339
A Better Place,2,Fantasy,Digital Jungle Pictures,1.617
The Wedding Veil Legacy,2,"TV Movie, Comedy, Romance","Front Street Pictures, Veil Road Productions, Beth Grossbard Productions, UFO International Productions, Lisa Demberg Productions",4.03
Elementa,2,Documentary,Galaxiid,0.689
Followers,2,"Comedy, Horror","Parkhouse Pictures, Constellation Creatives",4.296
Dynamite Graffiti,1,Drama,"Nikkatsu Corporation, Tokyo Theatres Company",3.064
Jean of the Joneses,2,Comedy,"Search Engine Films, Circle Blue Films, Freddie Films",1.852
Rock Hudson: All That Heaven Allowed,2,Documentary,"HBO Documentary Films, Berlanti Productions, Altitude Film Entertainment, Dog Star Films",3.874
Adventure Boyz,0,"Family, Action",Latitude Films,2.77
Something Better to Come,2,Documentary,Danish Documentary,0.643
Best in Snow,2,"TV Movie, Family","Six West Media, Milojo Productions",2.326
"522. A Cat, a Chinese Guy and My Father",2,Comedy,"Tarkemoto, Ukbar Filmes",1.828
The Natural Sweetness of Skin,1,Drama,Productions du moment,5.344
Home for Christmas,2,Comedy,Jump Start Productions,0.835
Noelle,1,Drama,Volo Films,2.198
Worlds of Ursula K. Le Guin,2,"Documentary, Animation",American Masters Pictures,1.795
The Last Truck: Closing of a GM Plant,2,Documentary,HBO,1.484
Way Beyond Weight,2,Documentary,Maria Farinha Filmes,0.876
Agents of Secret Stuff,0,"Action, Comedy","Wong Fu Productions, HigaTV, Ryan Higa Production Company",0.685
The Midas Touch,2,"Comedy, Horror",F.T.B.-Productions UG & Co. KG,2.321
Bear-Like,2,Documentary,Memox GmbH,1.69
Broken Flag,1,"Drama, Thriller",Cooperativa Río Mixcoac,1.651
When Night Falls,2,"Horror, Thriller","Galvinized Films, Scave Productions, Sirocco Post",1.831
The First Movie,2,Documentary,"CONNECTfilm, Screen Siren Pictures, Scottish Screen",1.452
Tribulation,1,"Drama, Science Fiction, Thriller",Cloud Ten Pictures,3.334
Shot in the Dark,1,"Horror, Drama","Town & Country Pictures, Raven Banner Entertainment",1.718
Infini-T Force the Movie: Farewell Gatchaman My Friend,0,"Action, Adventure, Animation, Crime, Science Fiction","Digital Frontier, Tatsunoko Production",3.713
Ryna,1,Drama,"Strada Film, Elefant Films, Navarro Films, Pacific Films",1.422
Monumental: In Search of America's National Treasure,2,Documentary,Pyro Pictures,1.325
Taken Too Far,2,"Thriller, TV Movie","Factory Film Studio, Certified Organic Entertainment, 9 Light Entertainment",3.215
Slay the Dragon,2,Documentary,"Ark Media, Magnolia Pictures",2.019
Senritsu Kaiki File Kowasugi! File 01 - Operation Capture the Slit-Mouthed Woman,2,"Horror, Thriller",Albatros (JP),1.531
Happily Ever After,1,Drama,"Green Screen Productions, Premiere Picture, Paragraph Pictures",2.425
Jonah Lives,1,"Drama, Horror, Thriller",LuGar Productions,1.124
All the President's Men Revisited,2,"Documentary, TV Movie, History","Sundance Productions, Partisan Pictures, Discovery Channel",3.246
The Antifascists,2,Documentary,Aeaeae Produktion,0.6
The Corporate Coup D'État,2,Documentary,"White Pine Pictures, Ventana Film, Super Channel, ZDF/Arte, Ontario Creates, Téléfilm Canada, YLE",0.939
Prim: el asesinato de la calle del Turco,1,"Thriller, History, Drama, TV Movie","Shine Iberia, Dream Team Concept, TV3, TVE",1.819
Prescience,2,"Romance, Thriller",Latinx Productions,2.031
Samurai Sentai Shinkenger vs. Go-onger: Silver Screen BANG!!,0,"Action, Adventure, Science Fiction",Toei Company,3.773
The Patent Scam,2,Documentary,Genesis Studios,1.162
Sightings,1,"Mystery, Drama, Adventure, Thriller, Science Fiction","High Octane Pictures, BrighterMoon Productions",2.929
Katrina Babies,2,Documentary,"HBO Documentary Films, Invisible Pictures, TIME Studios, Creative Control, House of the Young Entertainment",2.243
Try Harder!,2,Documentary,"ITVS, Center for Asian American Media (CAAM), California Humanites, XTR, Corporation for Public Broadcasting",1.881
Piglady,2,"Horror, Crime","Preacher Boys Productions, AJ Media Magic",232.921
Kamen Rider Build The Movie: Be The One,0,"Action, Adventure, Science Fiction, Drama","Toei Company, Ishinomori Productions",3.226
Shotgun Love,1,"Drama, Comedy, Romance","M-Line Distribution, DCG Plus, Lotte Entertainment, Michigan Venture Capital, We Pictures",3.657
Bacalar,0,"Family, Adventure",Miravista,1.831
Safari,2,Thriller,Thaba Media,2.927
Guidable: The Real History of Ratos de Porão,2,"Music, Documentary",Black Vomit Filmes,0.6
The Grown-Ups,2,Documentary,"Volya Films, Micromundo",1.988
"He Won't Kill, She Won't Die",2,"Romance, Comedy","KADOKAWA, Pony Canyon",2.837
Kamen Rider Decade: All Riders vs. Dai-Shocker,0,"Action, Adventure, Science Fiction","Ishimori Productions, Toei Company",8.669
Head Games,2,Documentary,Head Games the Film,1.102
Chris Claremont's X-Men,2,Documentary,"Respect Films, Sequart",3.195
Love Exposure,1,"Comedy, Drama, Romance","Sidus, Fuji Television Network, AMUSE, Showgate, Showbox",1.664
OG: The Harry Jumonji Story,1,"Documentary, Drama","Bow + Arrow Entertainment, Know Wave",0.986
Toto: Falling in Between Live,2,Music,Eagle Eye Productions,2.628
Dead Men,1,"Western, Drama, Action","Catch the Sun, Saddlecreek Films",2.379
10 Year Reunion,2,"Thriller, Mystery, TV Movie","MarVista Entertainment, Lifetime",2.883
Help Me I'm Dying,2,Comedy,OUTtv,1.441
The Way You Look Tonight,1,"Romance, Fantasy, Drama","Gravitas Ventures, Motion Picture Exchange, Deeper Magic",1.82
Give Up Tomorrow,2,"Documentary, Crime","Thoughtful Robot Productions, ITVS",2.421
Breslin and Hamill: Deadline Artists,2,Documentary,"HBO, HBO Documentary Films",2.337
The Amaranth,1,"Drama, Mystery, Thriller, Science Fiction",Griffin Film Company,2.317
Pozoamargo,1,Drama,"Una Comunión, Zeitun Films, Zamora Films",1.922
Blur - Live at Hyde Park,2,Music,"EMI, Parlophone, Pulse Films",1.243
The Punk Voyage,2,Documentary,Mouka Filmi Oy,0.691
32 Pills: My Sister's Suicide,2,Documentary,"HBO Documentary Films, Impact Partners, Artemis Rising, Chicken & Egg Pictures, Chicago Media Project, Documentary Channel",2.219
Conference,1,Drama,"Vega Film, Ark Pictures, Nafta, Reason8 Films, Revolver",2.133
The Score,1,"Drama, Romance, Thriller","Sentinel Entertainment, WestEnd Films, Quickfire Films, Pont Neuf Productions, Trigger Films, Stigma Films",2.648
Face of Evil,2,"Thriller, Horror",V-Movie,2.346
Golden Dawn Girls,2,Documentary,UpNorth Film,0.851
Santa Camp,2,Documentary,"HBO Max, Monomania, Stacey Reiss Productions",3.732
The Legend of Hallowaiian,0,"Animation, Action, Adventure, Family, Comedy","Fresh Baked Films, Arcana Studio",3.563
Babes with Blades,0,"Fantasy, Action, Adventure, Drama","Fearful Symmetry Productions, Sleepercell Productions, Madge Consultancy, Breaking Glass Pictures",1.178
Ariana Grande at the BBC,2,"Music, TV Movie, Documentary","Livewire Pictures, BBC",1.139
'85: The Greatest Team in Pro Football History,2,"Documentary, History, TV Movie",Chila Productions,1.357
A Trip Down Memory Lane,2,"Documentary, History",ONF | NFB,0.698
Cold Hearts,2,Horror,"How Bad Do You Want It? Inc., Shifty'z WorldWide Entertainment Inc.",3.218
A Tale of Two Christmases,1,"TV Movie, Comedy, Drama, Romance","Flight Road Productions, Motion Picture Corporation of America, Front Street Pictures",3.364
Kevin Hart: Reality Check,2,Comedy,HartBeat Productions,3.658
From the Ashes,2,Documentary,RadicalMedia,0.782
Voyage,1,Drama,Artwalker,2.878
Nowhere Mind,2,Thriller,Haphazard Films,1.183
Made Public,2,Comedy,Something Wilde Productions,0.618
Hashish,2,Documentary,"A-Atlas Filmproduktion, Rif Film",0.771
Cinderella: The Enchanted Beginning,2,Family,MVP Original,2.144
Three Little Pirates,2,Comedy,Columbia Pictures,1.418
Den enskilde medborgaren,2,Comedy,Pan Vision,1.296
The Cohasset Snuff Film,2,"Horror, Crime, Thriller",an Anti-Hero Production,1.519
Revolution: New Art for a New World,2,Documentary,Foxtrot Films,1.424
Anthrax: Chile On Hell,2,Music,Scarecrow Productions,0.83
The Eagle and the Lion: Hitler vs Churchill,2,"Documentary, History, War, TV Movie","Roche Productions, France Télévisions, RTBF, Blue Ant Media, N24, MBC Group, VRT, ICI RDI",2.575
Ghoster,0,"Family, Adventure, Fantasy",Ace Entertainment Films,3.226
Cherry Tobacco,1,"Drama, Romance",Moonwalker Film,0.88
Casa Susanna,2,Documentary,"Agat Films & Cie / Ex Nihilo, American Experience Films, BBC Storyville, ARTE France Cinéma",1.949
68 Pages,1,Drama,Solaris Pictures,2.383
Model Hunger,2,Horror,"Penny Spent Films, Morgue Art Films, Rebel Idol Films",1.814
Go! Princess Precure The Movie Go! Go!! Gorgeous Triple Feature!!!,0,"Animation, Fantasy, Comedy, Action",Toei Animation,3.481
Baltimore Rising,2,Documentary,"HBO, HBO Documentary Films",2.241
"If You're Not In The Obit, Eat Breakfast",2,Documentary,"HBO, HBO Documentary Films",2.013
Kamen Rider Kiva: King of the Infernal Castle,0,"Science Fiction, Action, Adventure",Toei Company,4.6
Sin: The Movie,0,"Animation, Science Fiction, Horror, Action, Thriller","ADV Films, Phoenix Entertainment",1.838
Making a Killing,1,"Mystery, Crime, Drama",CanAmPac3,2.504
1964,2,"History, Documentary","Insignia Films, WGBH",1.15
Christmas Carole,1,"Comedy, Drama, Fantasy, TV Movie","Sky Studios, Motion Content Group",2.425
The Wild Country,0,"Adventure, Family, Western",Walt Disney Productions,2.001
Craving,2,"Crime, Horror, Thriller",World One TV,21.885
Weed the People,2,Documentary,BOBB Films,1.168
Tokusou Sentai Dekaranger: 10 YEARS AFTER,0,"Action, Adventure, Science Fiction",Toei Company,4.326
Just a Minute,2,Comedy,Iconoclast,1.037
National Theatre Live: Amadeus,1,Drama,National Theatre,2.482
Tales of Masked Men,2,Documentary,Echo Park Films,1.718
Sand Castles,1,"Thriller, Crime, Drama","Oceanus Pictures, Green Rose Pictures",2.571
The Crescent Moon Clown,2,"Horror, Comedy",Nigel Bach Productions,0.779
Quito 2023,2,"Thriller, Science Fiction",El Imaginario Colectivo,2.264
Barbra Streisand: One Voice,2,"Music, TV Movie, Documentary",HBO,2.072
Deadly Pursuit,2,Thriller,"The Cartel, Daro Film Distribution, Odyssey Media",1.538
The Disembodied,2,Horror,Allied Artists Pictures,1.918
Karmayodha,0,"Action, Crime, Thriller","M.R. Productions, Red Rose Creations",1.258
Cleaver Family Reunion,2,Comedy,The Asylum,3.411
Bliss,1,"Thriller, Horror, Drama, Mystery","Artikulo Uno Productions, TBA Studios, Quantum Films",2.596
Life Off Grid,2,Documentary,Fighting Chance Films,1.319
Silent Night,1,"Drama, Family, Music, TV Movie",Mirror Films,2.16
National Theatre Live: A Midsummer Night's Dream,2,"Comedy, Fantasy",National Theatre,2.266
haveababy,2,Documentary,Runaway Films,0.816
Strayer's Chronicle,0,"Science Fiction, Action",Twins Japan,4.4
3 Wicked Witches,2,"Horror, Thriller, Comedy",Rapid Heart Pictures,3.159
Living with the Dead: A Love Story,1,Drama,Lion Hearted Films,1.616
UFC 220: Miocic vs. Ngannou,0,Action,Zuffa,1.408
Toolsidas Junior,1,"Drama, Family","T-Series, Ashutosh Gowariker Productions",2.868
Serodiscordantes,1,Drama,Noel Alejandro Films,4.06
Killers Within,2,"Thriller, Horror","Fever Kid Films, Millbrook Studios, Two Joker Films",2.258
Return to Sender,2,"Horror, Thriller",Comet Pictures,0.6
Diving Deep: The Life and Times of Mike deGruy,2,Documentary,The Film Crew Inc.,1.715
Men Don't Whisper,2,Comedy,"Jash Network, Smudge Films",0.788
Breaking Barbi,2,"Comedy, Science Fiction","STORMGOD STUDIOS, WE ARE VANGUARD FILMS",2.689
I Am Not Alone,2,Documentary,"Avalanche Entertainment, Serjical Strike Entertainment",1.665
Killing Eleanor,1,"Comedy, Drama","Let's Try One, Chicago Media Angels",1.905
Gundam Reconguista in G Movie I: Go! Core Fighter,0,"Animation, Science Fiction, War, Adventure",SUNRISE,1.752
Soviet Hippies,2,Documentary,"Mouka Filmi Oy, Kultusfilm, Kinomaton",0.777
Mandy the Haunted Doll,2,Horror,"Millman Productions, Proportion Productions",1.625
The Sanctity of Space,2,Documentary,"Visit Films, Dogwoof",1.816
Peruchazhi,2,Comedy,Friday Film House,1.584
The Trail to Oregon!,2,"Western, Comedy, Music",Starkid Productions,1.106
The Final Quarter,2,Documentary,Shark Island Productions,1.21
Van Gogh & Japan,2,"History, Documentary",Seventh Art Productions,0.823
ANYA,2,"Science Fiction, Romance",First Encounter Productions,2.124
Nobody Famous,1,"Comedy, Drama",Unsolicited Pictures,1.327
Hatchet Hour,2,"Crime, Thriller",Ladybug Films,0.722
Love's Greek to Me,2,"TV Movie, Comedy, Romance","Magic Valley Productions, Hallmark Media, UFO International Productions, Albatross Entertainment",3.087
Tsar to Lenin,2,Documentary,Herman Axelbank,0.858
Kamen Rider OOO 10th: The Core Medals of Resurrection,0,"Action, Science Fiction, Fantasy, Drama, Comedy",Toei Company,5.606
The Museum Project,2,"Thriller, Horror, Mystery",Freeze Frame Films,0.616
Sins of the Mother,1,"Drama, TV Movie",Corapeake / Polson Company,2.839
Creature Lake,1,"Horror, Thriller, Action, Drama","Slevinarts, Baricfilm Productions",0.891
"Baikonur, Earth",2,Documentary,"Lumen Films, RAI Cinema, The Piranesi Experience",1.48
Aporia,1,"Drama, Science Fiction","Armian Pictures, Soapbox Films, BondIt Media Capital",9.643
Just Visiting,2,"Comedy, Romance",Wicked Pictures,1.991
Ekstra,1,"Comedy, Drama","Quantum Films, Cinemalaya Foundation",1.348
I AM. SMtown Live World Tour In Madison Square Garden,2,"Documentary, Music","CJ Entertainment, SM Entertainment",3.116
Jacinta,2,Documentary,"Impact Partners, Artemis Rising, Women Make Movies, Tribeca Film Institute, Foothill Productions",1.524
Immortal Kiss: Queen of the Night,2,"Horror, Thriller",Rapid Heart Pictures,0.989
Ultraman X The Movie: Here He Comes! Our Ultraman,0,"Fantasy, Action, Science Fiction",Tsuburaya Productions,2.175
Trust Machine: The Story of Blockchain,2,Documentary,"Futurism Studios, Breaker, Trouper Productions, Warner Bros. Pictures",1.227
Alexander Babu: Alex in Wonderland,2,"Comedy, Music",Amazon Studios,4.804
Code Name: Tiranga,0,"Action, Thriller","Reliance Entertainment, T-Series, Film Hangar",3.063
The Train of Salt and Sugar,1,"Adventure, Drama, War","Ukbar Filmes, Ébano Multimédia, Caminhos de Ferro de Moçambique, Eurimages, Les Films de L'Etranger, McMurphy, Panda Filmes, Programa Ibermedia, Urucu Media",1.071
